CC(C)I.CNCc1ccccc1.O=CC1CCC1|8>>CC(C)C(C1CCC1)N(C)Cc1ccccc1
COc1ccc(C=O)cc1.Cc1cccc(N)c1.IC1CCCCC1|10>>COc1ccc(C(Nc2cccc(C)c2)C2CCCCC2)cc1
C=Cc1ccccc1O.CC(C)O[n+]1ccccc1.COc1ccc(C(=O)C=S(C)C)cc1.O=S(=O)([O-])C(F)(F)F|6>>COc1ccc(C(=O)C2Oc3ccccc3[C@@H]2COC(C)C)cc1
C#Cc1ccc(C)cc1.Cc1ccc(S(=O)(=O)N/N=C/c2ccccc2O)cc1.O=O|3>>Cc1ccc(-c2cc3ccccc3oc2=O)cc1
C#Cc1ccc(C(C)=O)cc1.CC(C)O.O=O|6>>CC(=O)c1ccc(C(=O)C(=O)OC(C)C)cc1
Cc1cc(C)cc(C#C[IH2]2C(=O)Oc3ccccc32)c1.O=C(O)C1COc2ccccc2O1|4>>Cc1cc(C)cc(C#CC2COc3ccccc3O2)c1
C=C(C)CBr.F[B-](F)(F)CCc1ccccc1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|0>>C=C(C)CS(=O)(=O)CCc1ccccc1
C#Cc1ccccc1.C[C@H]1CC[C@@H](O)CC1.O=O|6>>C[C@H]1CC[C@@H](OC(=O)C(=O)c2ccccc2)CC1
C=CC(=O)OC(C)(C)C.CC(C)(C)[B-](F)(F)F.O=C1OCc2cc(Br)ccc21.[K+]|28>>CC(C)(C)C[C@@H](C(=O)OC(C)(C)C)c1ccc2c(c1)COC2=O
C=CCCC(=O)Nc1ccc(F)cc1.O=S(=O)(c1ccccc1)N(F)S(=O)(=O)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|1>>O=C1CCC(CS(=O)(=O)F)N1c1ccc(F)cc1
O=C(O)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3.O=C(ON1CCCCC1)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|22>>O=S(=O)(N1CCCCC1)C12C[C@H]3C[C@@H](C1)C[C@@H](C2)C3
Cc1ccc(C2CC(=NOC(=O)c3ccc(C(F)(F)F)cc3)C2)cc1.O=C(C#Cc1ccccc1)Oc1ccccc1.O=S(O[K])OS(=O)O[K]|2>>Cc1ccc(C(CC#N)CS(=O)(=O)c2c(-c3ccccc3)c3ccccc3oc2=O)cc1
C#Cc1ccccc1.CC(C)(C)c1ccc(S(=O)O[Na])cc1.Cc1ccc(C(=O)O)cc1|15>>Cc1ccc(C(=O)O/C(=C\S(=O)(=O)c2ccc(C(C)(C)C)cc2)c2ccccc2)cc1
C=C(CS(=O)(=O)c1ccccc1)C(=O)OCC.COc1ccc(N)cc1.O=Cc1ccccc1F|40>>C=C(CC(Nc1ccc(OC)cc1)c1ccccc1F)C(=O)OCC
C=Cc1ccccc1O.CC(C)O[n+]1ccccc1.CS(C)=CC(=O)c1cccc(F)c1.O=S(=O)([O-])C(F)(F)F|6>>CC(C)OC[C@H]1c2ccccc2OC1C(=O)c1cccc(F)c1
CC(=O)CC(C)=O.N#CCC#N.O=C1Nc2ccc([N+](=O)[O-])cc2C1=O|0>>CC(=O)C1=C(C)OC(N)=C(C#N)C12C(=O)Nc1ccc([N+](=O)[O-])cc12
C=C(CS(=O)(=O)c1ccccc1)C(=O)OCC.COc1ccc(N)cc1.O=Cc1ccccc1Br|40>>C=C(CC(Nc1ccc(OC)cc1)c1ccccc1Br)C(=O)OCC
C=C(C)c1ccccc1.Cc1ccc(S(=O)O[Na])cc1.Cc1ccnc(C#N)c1|0>>Cc1ccc(S(=O)(=O)CC(C)(c2ccccc2)c2cc(C)ccn2)cc1
CC(C)(C)C(=O)O.O=C(ONCc1ccccc1)c1ccccc1.O=[S-](=O)[N+]12CC[N+]([S-](=O)=O)(CC1)CC2|22>>CC(C)(C)S(=O)(=O)NCc1ccccc1
COc1cc(Br)c(C=O)cc1OC.F[B-](F)(F)C1CCCCC1.Nc1ccccc1.[K+]|0>>COc1cc(Br)c(C(Nc2ccccc2)C2CCCCC2)cc1OC
C=C/C=C/c1ccccc1.CC(C)(C)OC(=O)ON=C1CCC1.CCC(C)(C)C(=O)O|9>>CCC(C)(C)C(=O)O[C@@H](/C=C/c1ccccc1)CCCCC#N
C=Cc1ccccc1O.CC(C)O[n+]1ccccc1.CS(C)=CC(=O)c1cccs1.O=S(=O)([O-])C(F)(F)F|6>>CC(C)OC[C@H]1c2ccccc2OC1C(=O)c1cccs1
COC(=O)c1ccc(C=O)cc1.COC(=O)c1cccc(N)c1.FB(F)C1CCCCC1.[F-].[K+]|0>>COC(=O)c1ccc(C(Nc2cccc(C(=O)OC)c2)C2CCCCC2)cc1
COC(=O)c1ccc(C=O)cc1.F[B-](F)(F)C1CCCCC1.Nc1cccc(C(F)(F)F)c1.[K+]|0>>COC(=O)c1ccc(C(Nc2cccc(C(F)(F)F)c2)C2CCCCC2)cc1
C1CCNCC1.C=Cc1ccccc1C(F)(F)F.COc1cc2c(cc1OC)C(=O)C(CC1CCNCC1)C2.O=C1CCC(=O)N1Cl|35>>COc1cc2c(cc1OC)C(=O)C(CC1CCN(C(CN3CCCCC3)c3ccccc3C(F)(F)F)CC1)C2
C=C(CCCO)c1ccccc1.F[B-](F)(F)F.N#[N+]c1ccccc1Cl.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2|0>>O=S(=O)(CC1(c2ccccc2)CCCO1)c1ccccc1Cl
CC(=O)OC(C)=O.CC(C)(C)C1=CC(=Cc2ccccc2Br)C=C(C(C)(C)C)C1=O.F[B-](F)(F)C1CCCC1.O=S([O-])[N+]12CC[N+](S(=O)[O-])(CC1)CC2.[K+]|39>>CC(=O)Oc1c(C(C)(C)C)cc(C(c2ccccc2Br)S(=O)(=O)C2CCCC2)cc1C(C)(C)C
C1CCCCC1.C=CC(=O)OC.CCOC(=O)c1ccc(Br)cc1|13>>CCOC(=O)c1ccc(C(CC2CCCCC2)C(=O)OC)cc1
C=Cc1ccc(Cl)cc1.CC[N+](CC)=C(C)/N=S(/c1ccccc1)C(F)(Cl)Cl.CO.O=S(=O)([O-])C(F)(F)F|0>>COC(CC(F)(Cl)Cl)c1ccc(Cl)cc1
C1CCNCC1.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](OC(=O)c1ccccc1)c1cccc2ccccc12.O=C1CCC(=O)N1Cl|24>>O=C(O[C@H](c1cccc2ccccc12)[C@@H]1C[C@@H]2CCN1C[C@@H]2C(Cl)CN1CCCCC1)c1ccccc1
C=CC(=O)OCc1ccccc1.CC(C)(C)OC(=O)C(=O)O[Cs]|0>>CC(C)(C)CCC(=O)OCc1ccccc1
C=CCCB(O)O.Nc1ccccc1.O=Cc1nc2ccccc2s1|2>>C=CCCC(Nc1ccccc1)c1nc2ccccc2s1
C=Cc1cccc(F)c1C=O.C[Si](C)(C)C#N.FC(F)(F)[s+]1c2ccccc2c2ccccc21|0>>N#CC1OC(CC(F)(F)F)c2cccc(F)c21
C=Cc1ccc(F)cc1.Fc1ccc2c(c1)c1cc(F)ccc1[s+]2C(F)(F)F.O|0>>O=COC(CC(F)(F)F)c1ccc(F)cc1
CC(C)CO.COc1ccc([N+]#N)cc1.F[B-](F)(F)F.[C-]#[O+]|0>>COc1ccc(C(=O)OCC(C)C)cc1
C=CCC(CC=C)(C(=O)OCC)C(=O)OCC.CC(=O)c1ccc(Br)cc1.O=S(O[Na])c1ccsc1|12>>CCOC(=O)C1(C(=O)OCC)CC(Cc2ccc(C(C)=O)cc2)C(CS(=O)(=O)c2ccsc2)C1
C1CCNCC1.C=CCCC(=O)OC.O=C1CCC(=O)N1Cl|24>>COC(=O)CCC(Cl)CN1CCCCC1
C=Cc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)N[n+]2ccccc2)cc1.F[B-](F)(F)F|0>>CC1=NC(c2ccc(Cl)cc2)CN1S(=O)(=O)c1ccc(C)cc1
C#Cc1cccs1.Cc1ccc(S(=O)(=O)O[IH2](N=S(C)(=O)c2ccccc2)c2ccccc2)cc1.O=O|0>>CS(=O)(=NC(=O)C(=O)c1cccs1)c1ccccc1
C#Cc1cccc(C)c1.O=O.c1ccc2[nH]ccc2c1|11>>Cc1cccc(C(=O)C(c2c[nH]c3ccccc23)c2c[nH]c3ccccc23)c1
C=CCOc1cc(C)ccc1[N+]#N.CCCCO.F[B-](F)(F)F.[C-]#[O+]|43>>CCCCOC(=O)CC1COc2cc(C)ccc21
CC(C)I.CCOC(=O)C(=O)CCc1ccccc1.NCc1ccccc1|17>>CCOC(=O)[C@@](CCc1ccccc1)(NCc1ccccc1)C(C)C
C#Cc1ccccc1N(Cc1ccccc1)C(=O)C(F)(F)F.F[B-](F)(F)F.N#[N+]c1ccc(F)cc1.O=S=O|0>>O=C(N1Cc2ccccc2/C(=C/S(=O)(=O)c2ccc(F)cc2)c2ccccc21)C(F)(F)F
C=Cc1ccccc1.N#Cc1ccc(C(=O)ONC(=O)OCC(Cl)(Cl)Cl)cc1|1>>CC(=O)N(C(=O)c1ccc(C#N)cc1)C(CNC(=O)OCC(Cl)(Cl)Cl)c1ccccc1
C#Cc1cccc(F)c1.CC(C)(C)OC(=O)N1CCCC1C(=O)O|7>>CC(C)(C)OC(=O)N1CCCC1/C=C\c1cccc(F)c1
Brc1ccc(C(=C2CC2)c2ccc(Br)cc2)cc1.O=C(ON=C1CCC1)c1ccc(C(F)(F)F)cc1.O=S(O[K])OS(=O)O[K]|2>>N#CCCCS(=O)(=O)C1=C(c2ccc(Br)cc2)c2ccc(Br)cc2CC1
C/C=C/c1ccc(OC)cc1.COc1ccccc1OC.FC(F)(F)[s+]1c2ccccc2c2ccccc21.F[B-](F)(F)F|0>>COc1ccc(C(c2ccc(OC)c(OC)c2)C(C)C(F)(F)F)cc1
