F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c 2 c c c c c 2 c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v47]
C = C c 1 c c c 2 c c c c c 2 c 1 . C [Si] ( C ) ( C ) N = [N+] = [N-] . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
C # C c 1 c c c c ( C ) c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 . N # C c 1 c c c ( Br ) c c 1 | [v5]
C / C = C / c 1 c c c c c 1 . C c 1 c c c ( S ) c c 1 . O = C = O | [v27]
C = C C C c 1 c c c c c 1 . C C ( C ) ( C ) N . O = C 1 C C C ( = O ) N 1 Cl | [v24]
Br c 1 c c c ( Br ) c c 1 . C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 | [v5]
C = C c 1 c c c ( - c 2 c c c c c 2 ) c c 1 . C O . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v0]
C = C c 1 c c c c c 1 . C O C ( = O ) c 1 c c c ( C = O ) c c 1 . C O C ( = O ) c 1 c c c ( N ) c c 1 . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v0]
C N C C C # N . F C ( F ) ( F ) I . O = C C C c 1 c c c c c 1 | [v4]
C = C c 1 c c c ( C ) c c 1 . C C # N . [N-] = [N+] = N [IH2] 1 O C ( = O ) c 2 c c c c c 2 1 | [v0]
C # C c 1 c c c ( C C C C ) c c 1 . C O . O = O | [v6]
C = C ( C ) c 1 c c c c c 1 . C C S ( = O ) O [Na] . N # C c 1 c c n c c 1 | [v0]
C = C c 1 c c c n c 1 . C O c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . N # C [S-] . [NH4+] | [v0]
N c 1 n [nH] c 2 c c c c c 1 2 . O = C C # C c 1 c c c c c 1 . c 1 c c c ( C [Se] [Se] C c 2 c c c c c 2 ) c c 1 | [v0]
C O C ( = O ) c 1 c c c ( C = O ) c c 1 . F B ( F ) C 1 C C C C C 1 . N c 1 c c c c ( C ( F ) ( F ) F ) c 1 . [F-] . [K+] | [v0]
C = C N C ( C ) = O . C C c 1 c c n c 2 c c c c c 1 2 . C N ( O C ( = O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) C ( = O ) O C C ( Cl ) ( Cl ) Cl | [v48]
C O C ( = O ) N ( C ) S ( = O ) ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c c ( [N+] ( = O ) [O-] ) c 1 . C c 1 c c c c c 1 - n 1 c c n c 1 C ( = O ) C c 1 c c c ( Cl ) c c 1 | [v0]
C = C C C C O . C O c 1 c c c ( [N+] # N ) c c 1 . C [Si] ( C ) ( C ) N = [N+] = [N-] . F [B-] ( F ) ( F ) F | [v0]
C C ( C ) I . C C C C = O . C C O C ( = O ) C N C c 1 c c c c c 1 | [v8]
C = C C = C . C C ( C ) = C C O c 1 c c ( C ( C ) ( C ) C ) c c c 1 Br . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v0]
C C ( C ) c 1 c c c c ( C ( C ) C ) c 1 N . C C O C ( = O ) c 1 c c c ( I ) c c 1 . [C-] # [O+] | [v20]
C C ( C ) c 1 c c c c ( N ) c 1 . C O c 1 c c c ( C = O ) c c 1 . I C 1 C C C C C 1 | [v10]
C # C c 1 c c ( O C ) c c c 1 O C . C C ( C ) ( C ) O C ( = O ) N 1 C C C C 1 C ( = O ) O | [v7]
C # C c 1 c c ( C ) c ( C ) c c 1 C . O . c 1 c c c 2 c n c c c 2 c 1 | [v0]
C ( = C 1 C C C 1 ) c 1 c c c c c 1 . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v2]
C [Si] ( C ) ( C ) O C ( = C ( F ) F ) c 1 c c c c c 1 . C c 1 c c ( C ) c c ( [N+] # N ) c 1 . F [B-] ( F ) ( F ) F . O = S ( O [Na] ) O S ( = O ) O [Na] | [v0]
C C ( C ) I . C N C c 1 c c c c c 1 . O = C C C C C Cl | [v8]
C = C B 1 C C ( C ) ( C ) C ( C ) ( C ) C 1 . C C ( = O ) c 1 c c c ( Br ) c c 1 . C C ( C ) ( C ) Br | [v36]
C = C c 1 c c c ( C ( = O ) O C ) c c 1 . C O . F [B-] ( F ) ( F ) F . c 1 c c c ( [I+] c 2 c c c c c 2 ) c c 1 | [v30]
C c 1 c c c c ( C # C Br ) c 1 . F [B-] ( F ) ( F ) C 1 C C C C 1 . O = S ( O [Na] ) O S ( = O ) O [Na] . [K+] | [v50]
C = C O C C C C C C C C C C C C C C . C c 1 c c ( C ) n ( C ( = O ) / C = C / C C 2 C C N ( C ( = O ) O C ( C ) ( C ) C ) C C 2 ) n 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v44]
C C C C C C C C S . I C 1 C C C C 1 . [C-] # [O+] | [v20]
C O c 1 c c c ( N ) c c 1 . I C 1 C C C C C 1 . O = C c 1 c c c 2 c ( c 1 ) O C O 2 | [v10]
C = C C ( = O ) O C ( C ) ( C ) C . C C ( C ) ( C ) [B-] ( F ) ( F ) F . C O C ( = O ) c 1 c c ( Br ) c s 1 . [K+] | [v28]
C = C ( C ) c 1 c c c c c 1 . C c 1 c c c ( C S ( = O ) ( = O ) N N ) c c 1 . O = O | [v0]
C C C C = O . O = C 1 C C = C O 1 . c 1 c c c ( C N C c 2 c c c c c 2 ) c c 1 | [v0]
C = C c 1 c c c c c 1 O . C S ( C ) = C C ( = O ) c 1 c c c s 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F | [v26]
C # C c 1 c c c 2 c c ( O C ) c c c 2 c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 . N # C c 1 c c c ( Br ) c c 1 | [v5]
C = C c 1 c c c ( C ( F ) ( F ) F ) c c 1 N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . C S ( C ) = C C ( = O ) c 1 c c c c c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
C = C c 1 c c c ( O C ) c c 1 O . C C ( C ) O [n+] 1 c c c c c 1 . C S ( C ) = C C ( = O ) c 1 c c c ( Br ) c c 1 . F [B-] ( F ) ( F ) F | [v6]
C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 . O . c 1 c c c ( C ( = C 2 C C 2 ) c 2 c c c c c 2 ) c c 1 | [v0]
C ( = C 1 C C 1 ) c 1 c c c c ( O C c 2 c c c c c 2 ) c 1 . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v2]
C = C C C c 1 c c c c c 1 . C N C C O . O = C 1 C C C ( = O ) N 1 Cl | [v24]
C = C C / C ( = N \ O ) c 1 c c c c ( Cl ) c 1 . C = C c 1 c c c c n 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v0]
C # C c 1 c c c ( C ) c c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 . N # C c 1 c c c ( Br ) c c 1 | [v5]
C = C c 1 c c c c c 1 . C C ( = O ) C ( F ) ( F ) Br . C S ( C ) = O | [v0]
C = C c 1 c c c ( O C ( C ) = O ) c c 1 . C C O C ( = O ) C ( C ) Br . C S ( C ) = O | [v1]
C = C / C = C / c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) O N = C 1 C C C 1 . C c 1 c c c ( C ( = O ) O ) s 1 | [v9]
C = C c 1 c c c c n 1 . C C C C = O . c 1 c c c ( C N C c 2 c c c c c 2 ) c c 1 | [v0]
C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C O C ( = O ) C ( F ) ( F ) S ( = O ) ( = O ) F . C S ( C ) = O | [v1]
C = C C B 1 O C ( C ) ( C ) C ( C ) ( C ) O 1 . C C O C ( = O ) C ( F ) ( F ) Br . C c 1 c c c ( S ( = O ) ( = O ) C # C c 2 c c c c c 2 ) c c 1 | [v0]
C # C [C@@] 1 ( O ) C C [C@@H] 2 [C@H] 3 C C c 4 c c ( O ) c c c 4 [C@@H] 3 C C [C@] 2 1 C . C = C C = C . C C ( C ) = C C O c 1 c c c c c 1 Br | [v0]
C = C c 1 c c c c ( C ) c 1 . C S ( C ) = O . O = C ( O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O ) C 1 C C O C C 1 | [v0]
C = C ( C C ) c 1 c c c c c 1 . C C # N . [N-] = [N+] = N [IH2] 1 O C ( = O ) c 2 c c c c c 2 1 | [v0]
C C ( C ) ( C ) O N = O . C O c 1 c c c ( N ( C ) C ( = O ) C # C c 2 c c c ( C ( F ) ( F ) F ) c c 2 ) c c 1 . C O c 1 c c c ( N ) c c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v2]
C = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 N C ( = O ) c 1 c c c c c 1 . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c c c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v1]
C = C c 1 c c c ( C [C@H] ( N C ( = O ) O C ( C ) ( C ) C ) C ( = O ) O C ) c c 1 . C c 1 c c c ( S ( = O ) ( = O ) O C ( F ) ( F ) F ) c c 1 . [N-] = [N+] = N [IH2] 1 O C ( = O ) c 2 c c c c c 2 1 | [v32]
C C ( C ) ( C ) O C ( = O ) / N = N / C ( = O ) O C ( C ) ( C ) C . C C ( C ) = C C O C ( = O ) c 1 c c c c c 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v0]
C = C c 1 c c c c c 1 . C C C ( C ) ( C ) O . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
F B ( F ) C 1 C C C C C 1 . N c 1 c c c c c 1 . O = C c 1 c c c ( - c 2 n c o n 2 ) c c 1 . [F-] . [K+] | [v0]
C C ( C ) I . C C C C = O . c 1 c c c ( C N C C c 2 c c c s 2 ) c c 1 | [v8]
C # C c 1 c c c ( O c 2 c c c c c 2 ) c c 1 . C C O C ( = O ) C ( Br ) C ( = O ) O C C . C O c 1 c c c ( C # N ) c c 1 . O | [v0]
C # C c 1 c c c ( C # C ) c c 1 . N c 1 c c c c c 1 O . O = O | [v3]
C = C ( N C ( C ) = O ) c 1 c c c c c 1 . F c 1 c c c 2 [nH] c c c 2 c 1 . O = C ( C c 1 c c c c c 1 ) O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O | [v29]
C = C O O C C C C C ( = O ) c 1 c c c c c 1 . C c 1 c c ( C ) n ( C ( = O ) / C = C / C ( C ) C ) n 1 | [v44]
C O c 1 c c c c ( O C ( = O ) C # C c 2 c c c c c 2 ) c 1 . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v2]
C = C c 1 c c ( Br ) c c c 1 N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . C S ( C ) = C C ( = O ) c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 | [v0]
C = C c 1 c c c c ( O C ) c 1 . C O . F [B-] ( F ) ( F ) F . c 1 c c c ( [I+] c 2 c c c c c 2 ) c c 1 | [v30]
C = C ( C ) c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 . N c 1 c c c c c 1 . O = C c 1 c c s c 1 | [v0]
C = C ( C ) c 1 c c c c c 1 C ( = O ) O . C O c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v1]
C = C c 1 c c ( O C ) c c c 1 O C . C c 1 c c c ( S ( = O ) ( = O ) O C ( F ) ( F ) F ) c c 1 . [N-] = [N+] = N [IH2] 1 O C ( = O ) c 2 c c c c c 2 1 | [v32]
O = C ( C C / C = C / C O C c 1 c c c c c 1 ) N c 1 c c c ( Cl ) c c 1 . O = S ( = O ) ( c 1 c c c c c 1 ) N ( F ) S ( = O ) ( = O ) c 1 c c c c c 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v1]
C # C c 1 c c c c c 1 C ( F ) ( F ) F . O = C ( O ) C 1 C C C N 1 C ( = O ) O C c 1 c c c c c 1 | [v7]
C N 1 C ( = O ) C = C C 1 = O . C O C ( = O ) / C = C \ N c 1 c c c ( O C ) c c 1 . F C ( F ) ( F ) C Br | [v42]
C = C c 1 c c c ( C ) c c 1 . C O [n+] 1 c c c ( C # N ) c c 1 | [v0]
C = C c 1 c c c ( O C ) c ( C ) c 1 . O = C ( O N ( C ( = O ) O C C ( Cl ) ( Cl ) Cl ) c 1 c c c c c 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 | [v1]
C # C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C C 1 ( O C ( = O ) C ( = O ) O [Cs] ) C C C C C 1 . Cl c 1 c c c 2 n c ( Br ) s c 2 c 1 | [v7]
C = C ( C ) c 1 c c c c ( O C ) c 1 . C [Si] ( C ) ( C ) N = [N+] = [N-] . O = O | [v21]
C O c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . O C c 1 c c c c c 1 . [C-] # [O+] | [v0]
C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) ( = O ) O [IH2] ( N = S ( C ) ( = O ) c 2 c c c ( C # N ) c c 2 ) c 2 c c c c c 2 ) c c 1 . O = O | [v0]
C C ( C ) ( C ) N . C O C ( = O ) c 1 c c c 2 c c ( C 3 C C ( = N O C ( = O ) c 4 c c c ( C ( F ) ( F ) F ) c c 4 ) C 3 ) c c c 2 c 1 . [C-] # [O+] | [v0]
C = C O O C C C C C ( = O ) c 1 c c c c c 1 . C c 1 c c ( C ) n ( C ( = O ) / C = C / C 2 C C C C C 2 ) n 1 | [v44]
C = C ( C ) c 1 c c c c c 1 N C ( = O ) c 1 c c c c c 1 . F [B-] ( F ) ( F ) F . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [NH+] # [N+] c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 | [v1]
Cl c 1 c c c c ( [Se] [Se] c 2 c c c c ( Cl ) c 2 ) c 1 . N c 1 n [nH] c 2 c c c c c 1 2 . O = C C # C c 1 c c c c c 1 | [v0]
C = C c 1 c c c c c 1 N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . C S ( C ) = C C ( = O ) c 1 c c c ( Cl ) c c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
C # C c 1 c c c ( F ) c c 1 . C O C ( = O ) / C ( N ) = C / c 1 c [nH] c 2 c c c c c 1 2 . O = O | [v11]
C = C N C ( C ) = O . C C ( C ) ( C ) c 1 c c c 2 n c c c c 2 c 1 . C O C ( = O ) C Br | [v34]
C = C c 1 c c c c c 1 N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . C S ( C ) = C C ( = O ) C 1 C C C C C 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F | [v0]
Br c 1 c c c ( - c 2 c c c c c 2 ) c c 1 . C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) O ) c c 1 | [v5]
C C ( C ) ( C ) O N = O . C O c 1 c c c ( N ( C ) C ( = O ) C # C c 2 c c c c c 2 ) c c 1 . C c 1 c c ( C ) c c ( N ) c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v2]
C = C C C C I . C N C c 1 c c c c c 1 . O = C C C c 1 c c c c c 1 | [v8]
C = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 . C n 1 c c c 2 c c c c c 2 1 . O = C c 1 c c c c c 1 | [v37]
C O c 1 c c c c c 1 / C = C / C ( = O ) c 1 c c c c c 1 . F [B-] ( F ) ( F ) C 1 C C C C 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 . [K+] | [v0]
C 1 = C c 2 c c c c c 2 C 1 . C c 1 c c c ( S ( = O ) ( = O ) N = S ( = O ) ( c 2 c c c c c 2 ) C ( F ) F ) c c 1 . O | [v0]
C # C [C@] ( O ) ( C C C ( C ) C ) c 1 c c c c c 1 . O = C ( N = C 1 C C C 1 ) O c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v0]
C # C c 1 c c c ( Cl ) c c 1 . C c 1 c c c ( C ( = O ) O ) c c 1 . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v15]
C # C c 1 c c c c c 1 . N c 1 c c c ( Br ) c n 1 . O = O . S c 1 c c c c c 1 | [v0]
C = C c 1 c c c c c 1 O . C S ( C ) = C C ( = O ) c 1 c c c ( Br ) c c 1 . F C ( F ) ( F ) C C O [n+] 1 c c c c c 1 . F [B-] ( F ) ( F ) F | [v6]
C C ( C ) O . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c c c 1 . [C-] # [O+] | [v0]
C = C C ( = O ) O C c 1 c c c c c 1 . C O c 1 c c c ( C C C C ( C ) ( C ) O C ( = O ) C ( = O ) O [Cs] ) c c 1 | [v0]
C C C C C C C C C C C C C C C C ( = O ) O . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 . [N-] = [N+] = N [Na] | [v23]
C = C c 1 c c c c ( C ) c 1 . C O . F [B-] ( F ) ( F ) F . c 1 c c c ( [I+] c 2 c c c c c 2 ) c c 1 | [v30]
C 1 C C C C C 1 . C c 1 c c ( C ) n ( C ( = O ) / C = C / C ( C ) C ) n 1 . O = [S-] ( = O ) [N+] 1 2 C C [N+] ( [S-] ( = O ) = O ) ( C C 1 ) C C 2 | [v14]
C = C c 1 c c c ( C ( C ) ( C ) C ) c c 1 . C c 1 c c c ( S ( = O ) ( = O ) N [n+] 2 c c c c c 2 ) c c 1 . F [B-] ( F ) ( F ) F | [v0]
C 1 C C C C C 1 . C C ( = O ) C 1 C C C C C 1 . C N c 1 c c c ( F ) c c 1 | [v4]
C O c 1 c c c ( N ) c c 1 . I C 1 C C C C C 1 . O = C c 1 c c c ( F ) c c 1 | [v10]
C C O C ( = O ) C ( F ) ( F ) Br . C c 1 c c c c ( C = O ) c 1 . N N 1 C C O C C 1 | [v0]
C C O C ( = O ) C C ( = O ) C C . N # C C C # N . O = C 1 N c 2 c c c c c 2 C 1 = O | [v0]
C = C c 1 c c c c ( C ) c 1 . C C [N+] ( C C ) = C ( C ) / N = S ( / c 1 c c c c c 1 ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) F . C O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F | [v0]
C = C c 1 c c c c c 1 N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . C S ( C ) = C C ( = O ) c 1 c c s c 1 . C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 | [v0]
C = C O C C . C C O C ( = O ) C C ( = O ) c 1 c c c c c 1 . C c 1 c c c 2 n c ( C ) c c c 2 c 1 | [v0]
C = C c 1 c c c c c 1 Br . O = C ( C C c 1 c c c c c 1 ) O N 1 C ( = O ) c 2 c c c c c 2 C 1 = O | [v0]
C = C C = C . C C ( C ) = C C O c 1 c c c c c 1 Br . C [C@@] 1 2 C C [C@H] 3 c 4 c c c ( O ) c c 4 C C [C@@H] 3 [C@H] 1 C C C 2 = O | [v0]
C = C c 1 c c c c c 1 . C C # N . F [B-] ( F ) ( F ) F . N # [N+] c 1 c c c ( Br ) c c 1 . O | [v0]
C # C c 1 c c c c c 1 . C C O C ( = O ) c 1 c c c ( [N+] # N ) c c 1 . F [B-] ( F ) ( F ) F . O = O . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C C ( = O ) C 1 C C C C C 1 . C O C ( C ) ( C ) C . c 1 c c c ( N c 2 c c c c c 2 ) c c 1 | [v4]
C = C / C = C / c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) O N = C 1 C C C 1 . O = C ( O ) C 1 C C C ( F ) ( F ) C C 1 | [v9]
C 1 C C N C C 1 . C = C c 1 c c c c ( Br ) c 1 . F C ( F ) ( F ) O c 1 c c c ( O C 2 C C N C C 2 ) c c 1 . O = C 1 C C C ( = O ) N 1 Cl | [v35]
C C N ( C C ) C C . C C O C ( = O ) C # C c 1 c c c ( N S ( = O ) ( = O ) c 2 c c c ( C ) c c 2 ) c c 1 . F . F B ( F ) F . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . [F-] | [v0]
C = C c 1 c c c ( Cl ) c c 1 . O = O . S = C = S | [v52]
C C # C c 1 c c c ( N C ( C ) = O ) c c 1 . F C ( F ) ( F ) [s+] 1 c 2 c c c c c 2 c 2 c c c c c 2 1 . F [B-] ( F ) ( F ) F . O | [v0]
C = C c 1 c c c ( C # N ) c c 1 . C N ( C ) C = O . F c 1 c c c 2 c ( c 1 ) c 1 c c ( F ) c c c 1 [s+] 2 C ( F ) ( F ) F . O | [v1]
C n 1 c c c 2 c c c c c 2 1 . O c 1 c c c ( Cl ) c c 1 . [C-] # [O+] | [v0]
C C ( C ) I . C C C C = O . N # C C C N C c 1 c c c c c 1 | [v8]
C c 1 c c c ( S ( = O ) O [Na] ) c c 1 . N # C c 1 c c n c c 1 . O C / C = C / c 1 c c c c c 1 | [v0]
C = C N 1 C C C C 1 = O . C C O C ( = O ) C ( F ) ( F ) Br . C c 1 c c c ( S ( = O ) ( = O ) C # C c 2 c c c c c 2 ) c c 1 | [v0]
C C = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 . C C N ( C C ) C C . F . O = C ( O N = C 1 C C C 1 ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 | [v0]
N c 1 c c c c c 1 . O = C c 1 c c c ( I ) c c 1 . O B ( O ) C 1 C C C C 1 | [v2]
C = C C = C . C C ( C ) = C C O c 1 c c c c c 1 Br . C C O C ( = O ) C 1 ( C ) C C C C C 1 = O | [v0]
C = C c 1 c c c ( O C ( C ) = O ) c ( C ) c 1 . O = C ( N O C ( = O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O C C ( Cl ) ( Cl ) Cl | [v1]
C = C C C c 1 c c c c c 1 . O = S ( = O ) ( C = C c 1 c c c ( Br ) c c 1 ) c 1 c c c c c 1 . O = S ( O [Na] ) C ( F ) ( F ) F | [v2]
C = C N ( C ) C ( C ) = O . C C [N+] ( C C ) = C ( C ) / N = S ( / c 1 c c c c c 1 ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) C ( F ) ( F ) F . C O . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F | [v0]
C O c 1 c c c ( C = O ) c c 1 . C c 1 c c c c ( N ) c 1 . I C 1 C C C C C 1 | [v10]
C 1 C C O C 1 . C O c 1 c c c ( C ( C ) = O ) c c 1 . C O c 1 c c c ( N ) c c 1 | [v0]
C # C [C@] ( O ) ( C C C ( C ) C ) c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) N 1 C C 2 ( C C ( = N C ( = O ) O c 3 c c c ( C ( F ) ( F ) F ) c c 3 ) C 2 ) C 1 . O = S ( O [K] ) O S ( = O ) O [K] | [v0]
C 1 C C N C C 1 . C 1 C N C 1 . C = C C N S ( = O ) ( = O ) c 1 c c c ( C ) c c 1 . O = C 1 C C C ( = O ) N 1 Cl | [v35]
C = C / C = C / c 1 c c c c c 1 . F B ( F ) F . [F-] . [N-] = [N+] = N [Na] . c 1 c c c ( - c 2 c c ( - c 3 c c c c c 3 ) [n+] ( C 3 C C C C C 3 ) c ( - c 3 c c c c c 3 ) c 2 ) c c 1 | [v25]
C = C c 1 c c c ( C ( F ) ( F ) F ) c c 1 . O = C ( N O C ( = O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O C C ( Cl ) ( Cl ) Cl | [v1]
C # C c 1 c c c c c 1 . C c 1 c c c ( S ( = O ) ( = O ) N / N = C / c 2 c c ( C ) c c c 2 O ) c c 1 . O = O | [v3]
C = C c 1 c c c c c 1 O . C C ( C ) O [n+] 1 c c c c c 1 . C O c 1 c c c ( C ( = O ) C = S ( C ) C ) c c 1 . O = S ( = O ) ( [O-] ) C ( F ) ( F ) F | [v6]
C = C / C = C / c 1 c c c c c 1 . C C ( C ) ( C ) O C ( = O ) O N = C 1 C C C 1 . C C ( C ) C ( = O ) O | [v9]
O = C = O . O = S ( O [Na] ) C ( F ) ( F ) F . [H] / C = C \ c 1 c c c c c 1 Br | [v0]
C = C C = C . C C ( C ) ( C ) O C ( = O ) N 1 C C ( = C C O c 2 c c c c c 2 Br ) C 1 . C c 1 c c c ( S ( = O ) O [Na] ) c c 1 | [v0]
C C O C ( = O ) C 1 = C ( C ) N C ( C ) = C ( O C ( = O ) C C ) C 1 C 1 C C C C C 1 . C O c 1 c c c ( / C = C / C ( = O ) c 2 c c c c c 2 ) c c 1 . O = S ( [O-] ) [N+] 1 2 C C [N+] ( S ( = O ) [O-] ) ( C C 1 ) C C 2 | [v0]
C = C ( c 1 c c c c c 1 ) c 1 c c c c c 1 . F [B-] ( F ) ( F ) F . [C-] # [O+] . c 1 c c c ( - c 2 c c ( - c 3 c c c c c 3 ) [n+] ( C 3 C c 4 c c c c c 4 C 3 ) c ( - c 3 c c c c c 3 ) c 2 ) c c 1 | [v0]
C # C c 1 c c c ( C ) c c 1 . C c 1 c c c ( S ( = O ) ( = O ) N / N = C / c 2 c c c c c 2 O ) c c 1 . O = O | [v3]
C C ( C ) ( C ) c 1 c c c ( [N+] # N ) c c 1 . C c 1 c c ( C ( C ) ( C ) C ) c ( O ) c ( C ( C ) ( C ) C ) c 1 . F [B-] ( F ) ( F ) F . O = S ( O [Na] ) O S ( = O ) O [Na] | [v0]
C # C c 1 c c c ( C ( C ) = O ) c c 1 . C C ( C ) O . O = O | [v6]
C = C C C I . C C 1 C C C ( C ( C ) C ) C ( O ) C 1 . [C-] # [O+] | [v20]
C = C c 1 c c c ( O C ) c c 1 . O = C ( N O C ( = O ) c 1 c c c ( C ( F ) ( F ) F ) c c 1 ) O C C ( Cl ) ( Cl ) Cl | [v1]
C C O C ( = O ) C ( = O ) C C c 1 c c c c c 1 . I C 1 2 C C 3 C C ( C C ( C 3 ) C 1 ) C 2 . N C c 1 c c c c c 1 | [v17]
C c 1 c c c ( C = N N S ( = O ) ( = O ) c 2 c c c ( C ) c c 2 ) c c 1 . F C ( F ) ( F ) c 1 c c c ( S ) c c 1 . O = C = O | [v0]
C # C c 1 c c c c c 1 O C . C = C c 1 c c c ( O C ) c c 1 . C O c 1 c c c ( C ( = O ) O N = C 2 C C C 2 ) c c 1 | [v6]
